Ticker,IBM,IBM,IBM,IBM,IBM,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,MSFT,MSFT,MSFT,MSFT,MSFT
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,
2010-01-04,73.07136339706672,74.06844926745595,72.88754567968488,73.77879333496094,6438444,15.595904076888733,15.659587124273036,15.528491641344644,15.59092903137207,78169752,22.963946733333163,23.323929869121194,22.941447250929226,23.211435317993164,38409100
2010-01-05,73.34989178242357,73.44459008462665,72.46978390747726,72.88755798339844,7156104,15.601627320841867,15.618045541085314,15.461327803469647,15.522273063659668,120067812,23.136441667522224,23.323933088765603,22.978948129845854,23.218936920166016,49749600
2010-01-06,72.79287295957418,73.24407135543144,72.30825921059714,72.41409301757812,5863144,15.568791151101962,15.568791151101962,15.08371279213737,15.130976676940918,158988852,23.15893605072134,23.308929736112855,22.88894941964073,23.076440811157227,58182400
2010-01-07,72.34168471925607,72.55335679523058,71.80693678512843,72.16343688964844,6109268,15.159334701622333,15.174260787437923,14.742665124072243,14.77873420715332,256315428,22.971454680079496,23.023953494180226,22.641470716982003,22.836462020874023,50559700
2010-01-08,71.89604191008506,72.9265477411144,71.88490197930906,72.88755798339844,4390271,14.726495250057752,15.006348219722405,14.654603561149669,14.975751876831055,188783028,22.70895976575697,23.1589379988929,22.678960453976753,22.993946075439453,51197400
2010-01-11,73.00452027379622,73.00452027379622,71.67321873900137,72.1244125366211,5993998,15.036448423049562,15.036448423049562,14.777241710294271,14.95311450958252,288227484,23.031447600924537,23.068946746863247,22.588969122416998,22.70146369934082,68754700
2010-01-12,71.8737470312535,73.15491881826932,71.85703269327823,72.69815063476562,8453249,14.867043838749717,14.879730774458634,14.626992188590338,14.688684463500977,193937868,22.611468917873363,22.79896037064254,22.431477294868507,22.551471710205078,65912100
2010-01-13,72.63129915670226,73.03793317510824,71.94615361979187,72.54217529296875,6752348,14.340670797933068,14.636444282656315,14.27624262833667,14.604354858398438,259604136,22.693969929714424,22.888961249322268,22.50647844129687,22.76146697998047,51863500
2010-01-14,72.72045984817473,73.9236481764639,72.36395976739661,73.70083618164062,7438943,14.525000379169922,14.781221867057639,14.497886001077047,14.673011779785156,169434396,22.731459511022432,23.323933088765603,22.693961798952166,23.218936920166016,63228100
2010-01-15,73.54487482516991,74.02392310191759,73.02126681264423,73.4056167602539,8885142,14.759827754870996,14.76530144273126,14.37922727868207,14.427985191345215,217162620,23.308933817738215,23.428928214885314,23.031445880306762,23.14394187927246,79913200
2010-01-19,73.32205671446351,74.78148129126085,73.28306250359483,74.72020721435547,14556345,14.457837394349474,14.687191946371405,14.335696601288403,14.617539405822754,172495332,23.06145380625521,23.428936963546825,23.008956416705917,23.323942184448242,46575700
2010-01-20,72.67033054312658,73.05468045834807,71.82921225753712,72.55335235595703,15896585,14.576740879293492,14.576740879293492,14.310819582509149,14.438182830810547,129897972,23.10644589473561,23.20394224977395,22.73146299478007,22.94145393371582,54849500
2010-01-21,72.67590944308257,72.79845761181886,71.33346289008612,71.85707092285156,10050596,14.513559378106347,14.597639363391785,14.235198534304486,14.502116203308105,252055692,22.956457192548893,23.038952470770766,22.498977525128414,22.50647735595703,73086700
2010-01-22,71.6732068896027,71.79575053399975,69.83500332532323,69.90741729736328,10552676,14.042410136507742,14.19415187947107,13.305089947775421,13.68195915222168,271743984,22.49896860909758,22.64896230533659,21.62900860398148,21.719003677368164,102004600
2010-01-25,70.36978134852397,70.68172167113075,70.02442122990794,70.2528076171875,6002471,13.596882912667182,13.678725640841987,13.321258923625773,13.432951927185059,176619204,21.928999300377775,22.243984986126854,21.82400454861015,21.988996505737305,63373000
2010-01-26,70.14138574341574,71.16075155738861,69.85729975145905,70.04669189453125,7463524,13.382454047220252,13.671759403708696,13.340662904557817,13.49315071105957,174045780,21.89900373359274,22.386481257603442,21.816507031063754,22.123992919921875,66639900
2010-01-27,70.08569544625779,70.72071157948439,69.65121142541392,70.36978149414062,9120283,13.464543193387932,13.623251702383095,13.316283418003325,13.485190391540527,158417424,22.011491331932728,22.363974659955044,21.764002733439206,22.251480102539062,63949500
2010-01-28,70.75972796675971,70.76529793451871,68.5427429942102,68.93266296386719,10064821,13.544644693063253,13.60708303476241,13.199118850455253,13.290910720825195,129034836,22.378980284681614,22.401479774344267,21.66651218027342,21.869003295898438,117513700
2010-01-29,69.25013069769575,69.62891049852345,67.90211486953211,68.17505645751953,12103475,13.395389045844691,13.457578064227105,13.074987764875065,13.182700157165527,165454380,22.42397771212333,22.438977371817202,20.744054448459284,21.134037017822266,193888500
2010-02-01,68.64297499366053,69.60107123771573,68.39231322495183,69.44509887695312,7576073,13.298621016452527,13.328721558923368,13.191655640754782,13.259317398071289,89941968,21.29152271422713,21.35901973199064,20.939039400697826,21.306522369384766,85931100
2010-02-02,69.51195204014512,70.08012412492258,69.04404823227192,69.92415618896484,6171295,13.307576447458407,13.307576447458407,13.124738785896437,13.212053298950195,163684152,21.27653095771501,21.374025884987006,21.104037731854888,21.344026565551758,54413700
2010-02-03,69.71802031343125,70.22491808218857,69.6678906445873,69.99653625488281,4369247,13.151109387058305,13.485191119893772,13.140163906675122,13.453350067138672,119844036,21.19403481771313,21.59151722801746,21.08904005781801,21.471521377563477,61397900
2010-02-04,69.7347600954678,69.87401812588776,68.45915795931813,68.51486206054688,9546737,13.358324273201369,13.383199502558933,13.073744634232806,13.104093551635742,134972892,21.284034003505344,21.37403055101137,20.85655362135657,20.879053115844727,77850000
2010-02-05,68.53715556249567,68.91593550011774,67.86314518234721,68.80452728271484,9013382,13.144391159008599,13.27125861630802,12.996630026552417,13.216282844543457,126113760,20.999042241440925,21.20903317881598,20.67655672100454,21.014041900634766,80960100
2010-02-08,68.90522760180919,68.94439621079378,68.11630073110325,68.19463348388672,5981551,13.24638341784843,13.482704741957676,13.222254254825277,13.270512580871582,107664228,21.00653796567816,21.059035332150675,20.676552680134698,20.789047241210938,52820600
2010-02-09,68.62546913517656,69.49273326528275,68.5191619888868,68.93880462646484,6322547,13.421507878855495,13.471010909495753,13.310312576724474,13.344392776489258,112671216,20.97653717335612,21.254025072851586,20.81154525744678,21.00653648376465,59195800
