DATE,DEXJPUS,DEXUSUK
2018-03-22,105.34,1.4098
2018-03-23,104.83,1.4151
2018-03-26,105.0,1.4236
2018-03-27,105.72,1.4161
2018-03-28,106.3,1.411
2018-03-29,106.27,1.4029
2018-03-30,106.2,1.4027
2018-04-02,105.99,1.4032
2018-04-03,106.45,1.4068
2018-04-04,106.56,1.4076
2018-04-05,107.48,1.3991
2018-04-06,107.03,1.4088
2018-04-09,107.06,1.4136
2018-04-10,107.3,1.4161
2018-04-11,106.78,1.4194
2018-04-12,107.3,1.4244
2018-04-13,107.52,1.4255
2018-04-16,107.26,1.4332
2018-04-17,107.09,1.4301
2018-04-18,107.26,1.4227
2018-04-19,107.42,1.4193
2018-04-20,107.6,1.4033
2018-04-23,108.62,1.3953
2018-04-24,109.03,1.3975
2018-04-25,109.33,1.3941
2018-04-26,109.3,1.3927
2018-04-27,109.12,1.3785
2018-04-30,109.28,1.3751
2018-05-01,109.69,1.3611
2018-05-02,109.89,1.361
2018-05-03,109.06,1.3569
2018-05-04,109.16,1.3535
2018-05-07,109.14,1.3567
2018-05-08,109.16,1.3521
2018-05-09,109.68,1.3567
2018-05-10,109.53,1.3487
2018-05-11,109.26,1.3549
2018-05-14,109.52,1.3595
2018-05-15,110.25,1.3512
2018-05-16,110.22,1.3478
2018-05-17,110.76,1.3507
2018-05-18,110.71,1.3476
2018-05-21,111.08,1.3418
2018-05-22,110.94,1.3445
2018-05-23,110.05,1.3341
2018-05-24,109.3,1.3384
2018-05-25,109.35,1.3321
2018-05-28,,
2018-05-29,108.62,1.3258
2018-05-30,109.04,1.3296
2018-05-31,108.73,1.3289
2018-06-01,109.49,1.3358
2018-06-04,109.66,1.3314
2018-06-05,109.63,1.336
2018-06-06,110.0,1.3429
2018-06-07,109.92,1.3427
2018-06-08,109.45,1.3406
2018-06-11,109.94,1.3386
2018-06-12,110.22,1.3416
2018-06-13,110.41,1.3378
2018-06-14,110.44,1.3333
2018-06-15,110.58,1.3283
2018-06-18,110.44,1.3247
2018-06-19,110.02,1.3172
2018-06-20,110.14,1.3213
2018-06-21,110.05,1.3251
2018-06-22,109.98,1.3258
2018-06-25,109.62,1.3273
2018-06-26,109.92,1.3243
2018-06-27,110.34,1.3139
2018-06-28,110.38,1.3095
2018-06-29,110.71,1.3197
2018-07-02,110.73,1.3133
2018-07-03,110.54,1.3174
2018-07-04,,
2018-07-05,110.59,1.3228
2018-07-06,110.48,1.3262
2018-07-09,110.78,1.3202
2018-07-10,111.24,1.3266
2018-07-11,111.52,1.3241
2018-07-12,112.41,1.3238
2018-07-13,112.38,1.3216
2018-07-16,112.29,1.3236
2018-07-17,112.79,1.3161
2018-07-18,112.82,1.305
2018-07-19,112.98,1.2987
2018-07-20,111.74,1.3114
2018-07-23,111.36,1.3105
2018-07-24,111.27,1.3135
2018-07-25,111.02,1.315
2018-07-26,111.2,1.3119
2018-07-27,110.94,1.3118
2018-07-30,110.98,1.314
2018-07-31,111.88,1.3125
2018-08-01,111.72,1.312
2018-08-02,111.48,1.3035
2018-08-03,111.12,1.3021
2018-08-06,111.43,1.2947
2018-08-07,111.19,1.2957
2018-08-08,110.96,1.288
2018-08-09,110.9,1.287
2018-08-10,110.66,1.2769
2018-08-13,110.65,1.2757
2018-08-14,110.92,1.2738
2018-08-15,110.62,1.2685
2018-08-16,110.89,1.2722
2018-08-17,110.54,1.2735
2018-08-20,110.38,1.2765
2018-08-21,110.48,1.286
2018-08-22,110.54,1.291
2018-08-23,111.14,1.283
2018-08-24,111.22,1.2858
2018-08-27,111.09,1.2891
2018-08-28,111.04,1.2886
2018-08-29,111.8,1.3006
2018-08-30,111.17,1.2997
2018-08-31,110.98,1.2964
2018-09-03,,
2018-09-04,111.44,1.2833
2018-09-05,111.47,1.2903
2018-09-06,110.87,1.2933
2018-09-07,111.18,1.2934
2018-09-10,111.09,1.3026
2018-09-11,111.54,1.3015
2018-09-12,111.29,1.3029
2018-09-13,111.92,1.3104
2018-09-14,112.09,1.3084
2018-09-17,111.97,1.3146
2018-09-18,112.3,1.3158
2018-09-19,112.21,1.3162
2018-09-20,112.58,1.3237
2018-09-21,112.62,1.3067
2018-09-24,112.62,1.3128
2018-09-25,112.88,1.3162
2018-09-26,112.92,1.3182
2018-09-27,113.38,1.3104
2018-09-28,113.48,1.3053
2018-10-01,113.96,1.3032
2018-10-02,113.66,1.2984
2018-10-03,114.19,1.2993
2018-10-04,113.79,1.3014
2018-10-05,113.56,1.3101
2018-10-08,,
2018-10-09,113.13,1.3139
2018-10-10,112.71,1.3206
2018-10-11,112.26,1.3193
2018-10-12,112.02,1.3154
2018-10-15,111.82,1.3168
2018-10-16,112.16,1.321
2018-10-17,112.21,1.3137
2018-10-18,112.11,1.3061
2018-10-19,112.52,1.3045
2018-10-22,112.78,1.2974
2018-10-23,112.12,1.2982
2018-10-24,112.58,1.2898
2018-10-25,112.54,1.2827
2018-10-26,111.65,1.2826
2018-10-29,112.49,1.2807
2018-10-30,112.76,1.2731
2018-10-31,112.86,1.2779
2018-11-01,112.79,1.2974
2018-11-02,113.09,1.2965
2018-11-05,113.22,1.302
2018-11-06,113.38,1.3076
2018-11-07,113.32,1.3144
2018-11-08,113.87,1.3116
2018-11-09,113.77,1.2978
2018-11-12,,
2018-11-13,113.97,1.3031
2018-11-14,113.7,1.3011
2018-11-15,113.46,1.2749
2018-11-16,112.76,1.2839
2018-11-19,112.54,1.2842
2018-11-20,112.66,1.2809
2018-11-21,113.06,1.2776
2018-11-22,,
2018-11-23,112.83,1.2804
2018-11-26,113.58,1.2809
2018-11-27,113.84,1.2729
2018-11-28,113.96,1.2766
2018-11-29,113.42,1.2789
2018-11-30,113.54,1.2772
2018-12-03,113.54,1.2742
2018-12-04,112.93,1.2719
2018-12-05,,
2018-12-06,112.46,1.2777
2018-12-07,112.6,1.2749
2018-12-10,112.96,1.2558
2018-12-11,113.41,1.2524
2018-12-12,113.28,1.2658
2018-12-13,113.66,1.2635
2018-12-14,113.35,1.257
2018-12-17,112.96,1.2606
2018-12-18,112.54,1.2644
2018-12-19,112.15,1.2669
2018-12-20,111.34,1.265
2018-12-21,111.14,1.2681
2018-12-24,,
2018-12-25,,
2018-12-26,110.45,1.2676
2018-12-27,110.78,1.2627
2018-12-28,110.34,1.2699
2018-12-31,109.7,1.2763
2019-01-01,,
2019-01-02,109.22,1.2598
2019-01-03,108.07,1.2633
2019-01-04,108.29,1.274
2019-01-07,108.62,1.2757
2019-01-08,108.57,1.2724
2019-01-09,108.38,1.2764
2019-01-10,108.29,1.2768
2019-01-11,108.34,1.2836
2019-01-14,,
2019-01-15,108.72,1.2761
2019-01-16,108.84,1.2862
2019-01-17,109.01,1.294
2019-01-18,109.79,1.2898
2019-01-21,,
2019-01-22,109.34,1.2955
2019-01-23,109.44,1.3074
2019-01-24,109.72,1.3027
2019-01-25,109.6,1.3176
2019-01-28,109.2,1.3158
2019-01-29,109.36,1.3146
2019-01-30,109.57,1.3062
2019-01-31,108.84,1.3135
2019-02-01,109.55,1.3094
2019-02-04,109.96,1.3068
2019-02-05,109.99,1.2947
2019-02-06,109.75,1.2956
2019-02-07,109.7,1.2966
2019-02-08,109.76,1.2933
2019-02-11,110.4,1.2862
2019-02-12,110.5,1.2887
2019-02-13,110.86,1.2865
2019-02-14,110.68,1.2793
2019-02-15,110.54,1.2857
2019-02-18,,
2019-02-19,110.68,1.3036
2019-02-20,,
2019-02-21,110.72,1.306
2019-02-22,110.7,1.3067
2019-02-25,111.07,1.3059
2019-02-26,110.76,1.3252
2019-02-27,110.92,1.3318
2019-02-28,111.38,1.3274
2019-03-01,111.89,1.3222
2019-03-04,111.68,1.3186
2019-03-05,111.98,1.3141
2019-03-06,111.66,1.3148
2019-03-07,111.6,1.3107
2019-03-08,111.11,1.301
2019-03-11,111.21,1.3095
2019-03-12,111.38,1.3101
2019-03-13,111.23,1.323
2019-03-14,111.71,1.3281
2019-03-15,111.57,1.3278
2019-03-18,111.41,1.3223
2019-03-19,111.38,1.3263
2019-03-20,111.41,1.3191
2019-03-21,110.86,1.3073
2019-03-22,109.76,1.3219
2019-03-25,110.09,1.3203
2019-03-26,110.5,1.3215
2019-03-27,110.38,1.3192
2019-03-28,110.54,1.3088
2019-03-29,110.68,1.3032
2019-04-01,111.29,1.3144
2019-04-02,111.32,1.3035
2019-04-03,111.48,1.3181
2019-04-04,111.55,1.3072
2019-04-05,111.71,1.301
2019-04-08,111.47,1.3048
2019-04-09,111.08,1.3048
2019-04-10,110.92,1.31
2019-04-11,111.48,1.3068
2019-04-12,112.0,1.3086
2019-04-15,112.0,1.3105
2019-04-16,111.95,1.3049
2019-04-17,112.0,1.3036
2019-04-18,111.94,1.3003
2019-04-19,111.92,1.3003
2019-04-22,111.94,1.2983
2019-04-23,111.86,1.2943
2019-04-24,111.81,1.2947
2019-04-25,111.59,1.2901
2019-04-26,111.6,1.293
2019-04-29,111.8,1.2924
2019-04-30,111.4,1.303
2019-05-01,111.18,1.3091
2019-05-02,111.39,1.3032
2019-05-03,111.28,1.3139
2019-05-06,110.86,1.3093
2019-05-07,110.34,1.3052
2019-05-08,110.12,1.3014
2019-05-09,109.55,1.3013
2019-05-10,109.56,1.3036
2019-05-13,109.18,1.2961
2019-05-14,109.68,1.2921
2019-05-15,109.58,1.2878
2019-05-16,109.89,1.2803
2019-05-17,109.9,1.2723
2019-05-20,109.96,1.2718
2019-05-21,110.6,1.2747
2019-05-22,110.28,1.2674
2019-05-23,109.58,1.2666
2019-05-24,109.38,1.27
2019-05-27,,
2019-05-28,109.49,1.2668
2019-05-29,109.24,1.2631
2019-05-30,109.67,1.2619
2019-05-31,108.66,1.262
2019-06-03,108.39,1.2621
2019-06-04,108.3,1.2675
2019-06-05,108.2,1.2706
2019-06-06,108.08,1.2713
2019-06-07,108.15,1.274
2019-06-10,108.56,1.2684
2019-06-11,108.52,1.2724
2019-06-12,108.42,1.2693
2019-06-13,108.44,1.2678
2019-06-14,108.44,1.2601
2019-06-17,108.56,1.2568
2019-06-18,108.39,1.2547
2019-06-19,108.36,1.2625
2019-06-20,107.52,1.27
2019-06-21,107.55,1.2703
2019-06-24,107.36,1.2728
2019-06-25,106.92,1.2721
2019-06-26,107.64,1.2697
2019-06-27,107.73,1.2674
2019-06-28,107.84,1.2704
2019-07-01,108.42,1.2644
2019-07-02,107.98,1.2599
2019-07-03,107.84,1.2568
2019-07-04,,
2019-07-05,108.55,1.2506
2019-07-08,108.72,1.2503
2019-07-09,108.78,1.2463
2019-07-10,108.44,1.2507
2019-07-11,108.29,1.2549
2019-07-12,108.0,1.2553
2019-07-15,107.89,1.2523
2019-07-16,108.35,1.2408
2019-07-17,108.1,1.2438
2019-07-18,107.74,1.2494
2019-07-19,107.78,1.25
2019-07-22,107.91,1.2475
2019-07-23,108.06,1.2449
2019-07-24,108.08,1.2498
2019-07-25,108.58,1.2471
2019-07-26,108.69,1.2387
2019-07-29,108.86,1.2236
2019-07-30,108.66,1.2148
2019-07-31,108.58,1.222
2019-08-01,108.28,1.2145
2019-08-02,106.64,1.2132
2019-08-05,106.02,1.2165
2019-08-06,106.45,1.2149
2019-08-07,105.62,1.2158
2019-08-08,106.04,1.2138
2019-08-09,105.3,1.2085
2019-08-12,105.38,1.207
2019-08-13,106.6,1.2067
2019-08-14,105.79,1.2068
2019-08-15,106.12,1.2112
2019-08-16,106.34,1.2152
2019-08-19,106.5,1.2138
2019-08-20,106.35,1.2153
2019-08-21,106.52,1.2142
2019-08-22,106.44,1.225
2019-08-23,105.3,1.2261
2019-08-26,106.0,1.2232
2019-08-27,105.8,1.2288
2019-08-28,105.86,1.2248
2019-08-29,106.5,1.2197
2019-08-30,106.3,1.2166
2019-09-02,,
2019-09-03,105.88,1.2086
2019-09-04,106.28,1.219
2019-09-05,106.96,1.2337
2019-09-06,106.8,1.2299
2019-09-09,107.14,1.2368
2019-09-10,107.34,1.2355
2019-09-11,107.73,1.2329
2019-09-12,107.97,1.2357
2019-09-13,108.12,1.2462
2019-09-16,107.94,1.2423
2019-09-17,108.12,1.2493
2019-09-18,108.17,1.2478
2019-09-19,108.0,1.2481
2019-09-20,107.95,1.2489
2019-09-23,107.47,1.2428
2019-09-24,107.32,1.2475
2019-09-25,107.78,1.2363
2019-09-26,107.67,1.2343
2019-09-27,108.05,1.2312
2019-09-30,108.11,1.2305
2019-10-01,107.7,1.2242
2019-10-02,107.21,1.2313
2019-10-03,106.76,1.239
2019-10-04,106.91,1.2309
2019-10-07,107.06,1.2322
2019-10-08,107.06,1.2206
2019-10-09,107.43,1.2215
2019-10-10,107.91,1.2382
2019-10-11,108.52,1.2683
2019-10-14,,
2019-10-15,108.83,1.2737
2019-10-16,108.71,1.2854
2019-10-17,108.51,1.2853
2019-10-18,108.44,1.2904
2019-10-21,108.57,1.2983
2019-10-22,108.56,1.2948
2019-10-23,108.64,1.2886
2019-10-24,108.62,1.281
2019-10-25,108.75,1.2833
2019-10-28,109.02,1.286
2019-10-29,108.83,1.2905
2019-10-30,108.88,1.2872
2019-10-31,108.09,1.2939
2019-11-01,108.16,1.295
2019-11-04,108.56,1.2906
2019-11-05,109.13,1.287
2019-11-06,108.86,1.2872
2019-11-07,109.42,1.2829
2019-11-08,109.14,1.279
2019-11-11,,
2019-11-12,109.09,1.2855
2019-11-13,108.83,1.284
2019-11-14,108.33,1.2879
2019-11-15,108.8,1.2901
2019-11-18,108.61,1.2965
2019-11-19,108.59,1.2926
2019-11-20,108.67,1.2918
2019-11-21,108.53,1.2915
2019-11-22,108.67,1.2829
2019-11-25,108.95,1.2885
2019-11-26,109.11,1.285
2019-11-27,109.38,1.2881
2019-11-28,,
2019-11-29,109.47,1.2939
2019-12-02,109.09,1.2936
2019-12-03,108.53,1.3002
2019-12-04,108.87,1.3095
2019-12-05,108.69,1.3165
2019-12-06,108.66,1.3127
2019-12-09,108.59,1.3157
2019-12-10,108.73,1.3178
2019-12-11,108.67,1.3176
2019-12-12,109.16,1.3133
2019-12-13,109.28,1.3349
2019-12-16,109.64,1.333
2019-12-17,109.52,1.3116
2019-12-18,109.58,1.3078
2019-12-19,109.23,1.3034
2019-12-20,109.45,1.3036
2019-12-23,109.39,1.2917
2019-12-24,109.38,1.2955
2019-12-25,,
2019-12-26,109.67,1.3007
2019-12-27,109.47,1.309
2019-12-30,108.85,1.314
2019-12-31,108.67,1.3269
2020-01-01,,
2020-01-02,108.43,1.3128
2020-01-03,107.94,1.3091
2020-01-06,108.36,1.3163
2020-01-07,108.53,1.3127
2020-01-08,109.03,1.311
2020-01-09,109.47,1.3069
2020-01-10,109.5,1.306
2020-01-13,109.93,1.2983
2020-01-14,110.05,1.3018
2020-01-15,109.94,1.303
2020-01-16,110.16,1.3076
2020-01-17,110.16,1.3029
2020-01-20,,
2020-01-21,109.95,1.3047
2020-01-22,109.93,1.3136
2020-01-23,109.39,1.3104
2020-01-24,109.31,1.3071
2020-01-27,108.95,1.3054
2020-01-28,109.17,1.2996
2020-01-29,109.15,1.3012
2020-01-30,108.75,1.3106
2020-01-31,108.5,1.3195
2020-02-03,108.59,1.3006
2020-02-04,109.41,1.3029
2020-02-05,109.74,1.3
2020-02-06,109.89,1.2935
2020-02-07,109.81,1.2908
2020-02-10,109.77,1.2919
2020-02-11,109.78,1.2945
2020-02-12,110.0,1.2978
2020-02-13,109.81,1.3051
2020-02-14,109.77,1.3039
2020-02-17,,
2020-02-18,109.8,1.3017
2020-02-19,111.17,1.2934
2020-02-20,111.86,1.2877
2020-02-21,111.74,1.2966
2020-02-24,110.56,1.2923
2020-02-25,110.23,1.3004
2020-02-26,110.36,1.2921
2020-02-27,110.15,1.2876
2020-02-28,108.12,1.2778
2020-03-02,108.02,1.2791
2020-03-03,107.28,1.2827
2020-03-04,107.34,1.2836
2020-03-05,106.56,1.2939
2020-03-06,105.31,1.301
2020-03-09,102.52,1.31
2020-03-10,103.71,1.2933
2020-03-11,104.81,1.2887
2020-03-12,105.67,1.2541
2020-03-13,107.15,1.2406
2020-03-16,105.64,1.2278
2020-03-17,107.41,1.2017
2020-03-18,108.45,1.176
2020-03-19,110.08,1.1662
2020-03-20,111.3,1.1743
2020-03-23,111.36,1.1492
2020-03-24,111.44,1.1784
2020-03-25,111.43,1.1763
2020-03-26,109.45,1.214
2020-03-27,108.16,1.236
2020-03-30,108.06,1.2392
2020-03-31,107.53,1.2454
2020-04-01,107.05,1.2394
2020-04-02,107.85,1.238
2020-04-03,108.53,1.2228
2020-04-06,109.11,1.2298
2020-04-07,108.97,1.2343
2020-04-08,108.7,1.2394
2020-04-09,108.38,1.2458
2020-04-10,108.39,1.2485
2020-04-13,107.59,1.2518
2020-04-14,107.08,1.2617
2020-04-15,107.42,1.2523
2020-04-16,107.72,1.2433
2020-04-17,107.52,1.2503
2020-04-20,107.69,1.2467
2020-04-21,107.69,1.2266
2020-04-22,107.81,1.2332
2020-04-23,107.65,1.2369
2020-04-24,107.44,1.2335
2020-04-27,107.22,1.2421
2020-04-28,106.83,1.2438
2020-04-29,106.67,1.2429
2020-04-30,106.94,1.2602
2020-05-01,106.76,1.2509
2020-05-04,106.82,1.243
2020-05-05,106.52,1.2449
2020-05-06,106.07,1.2347
2020-05-07,106.36,1.2349
2020-05-08,106.5,1.2436
2020-05-11,107.7,1.233
2020-05-12,107.33,1.2299
2020-05-13,106.92,1.2225
2020-05-14,107.09,1.2194
2020-05-15,107.27,1.2129
2020-05-18,107.25,1.2211
2020-05-19,107.89,1.2255
2020-05-20,107.46,1.2257
2020-05-21,107.69,1.2227
2020-05-22,107.5,1.2178
2020-05-25,,
2020-05-26,107.64,1.2337
2020-05-27,107.79,1.2231
2020-05-28,107.67,1.2325
2020-05-29,107.77,1.232
2020-06-01,107.56,1.2472
2020-06-02,108.6,1.2531
2020-06-03,108.88,1.26
2020-06-04,109.0,1.2608
2020-06-05,109.68,1.2703
2020-06-08,108.46,1.2694
2020-06-09,107.66,1.2736
2020-06-10,107.25,1.2758
2020-06-11,106.67,1.2635
2020-06-12,107.36,1.2527
2020-06-15,107.33,1.2543
2020-06-16,107.35,1.2586
2020-06-17,107.26,1.2526
2020-06-18,106.78,1.243
2020-06-19,106.89,1.2362
2020-06-22,106.84,1.2447
2020-06-23,106.44,1.2531
2020-06-24,106.83,1.2432
2020-06-25,107.21,1.2406
2020-06-26,107.19,1.2337
2020-06-29,107.71,1.2279
2020-06-30,107.77,1.2369
2020-07-01,107.5,1.2474
2020-07-02,107.55,1.2469
2020-07-03,,
2020-07-06,107.5,1.2482
2020-07-07,107.53,1.2572
2020-07-08,107.39,1.2593
2020-07-09,107.27,1.2614
2020-07-10,106.77,1.2654
2020-07-13,107.22,1.2614
2020-07-14,107.2,1.2546
2020-07-15,106.92,1.2586
2020-07-16,107.05,1.2621
2020-07-17,107.06,1.255
2020-07-20,107.21,1.2658
2020-07-21,106.82,1.2736
2020-07-22,107.18,1.2729
2020-07-23,106.83,1.2759
2020-07-24,105.79,1.2791
2020-07-27,105.29,1.2887
2020-07-28,105.03,1.295
2020-07-29,105.06,1.2974
2020-07-30,105.05,1.3035
2020-07-31,105.78,1.3133
2020-08-03,106.11,1.3053
2020-08-04,105.87,1.3059
2020-08-05,105.44,1.3141
2020-08-06,105.52,1.3147
2020-08-07,105.92,1.3043
2020-08-10,105.85,1.3082
2020-08-11,106.56,1.3077
2020-08-12,106.85,1.3047
2020-08-13,106.89,1.3082
2020-08-14,106.49,1.3108
2020-08-17,105.97,1.3105
2020-08-18,105.41,1.3228
2020-08-19,105.71,1.3191
2020-08-20,105.81,1.319
2020-08-21,105.88,1.3098
2020-08-24,105.9,1.3078
2020-08-25,106.4,1.3136
2020-08-26,106.13,1.3186
2020-08-27,106.42,1.3229
2020-08-28,105.3,1.3341
2020-08-31,105.84,1.3375
2020-09-01,106.0,1.3416
2020-09-02,106.15,1.3315
2020-09-03,106.14,1.3263
2020-09-04,106.34,1.323
2020-09-07,,
2020-09-08,105.97,1.3039
2020-09-09,106.23,1.3011
2020-09-10,106.19,1.2846
2020-09-11,106.17,1.2788
2020-09-14,105.68,1.2876
2020-09-15,105.5,1.2866
2020-09-16,104.94,1.298
2020-09-17,104.77,1.2955
2020-09-18,104.44,1.295
2020-09-21,104.69,1.2794
2020-09-22,105.05,1.2726
2020-09-23,105.34,1.275
2020-09-24,105.42,1.2739
2020-09-25,105.59,1.2706
2020-09-28,105.5,1.2865
2020-09-29,105.68,1.2847
2020-09-30,105.58,1.2921
2020-10-01,105.53,1.2901
2020-10-02,105.36,1.2928
2020-10-05,105.7,1.2972
2020-10-06,105.64,1.2945
2020-10-07,105.97,1.2914
2020-10-08,105.98,1.2944
2020-10-09,105.72,1.3003
2020-10-12,,
2020-10-13,105.55,1.2968
2020-10-14,105.08,1.3023
2020-10-15,105.38,1.2917
2020-10-16,105.41,1.2931
2020-10-19,105.42,1.2998
2020-10-20,105.56,1.2951
2020-10-21,104.58,1.3143
2020-10-22,104.88,1.309
2020-10-23,104.78,1.3039
2020-10-26,104.86,1.3021
2020-10-27,104.44,1.3067
2020-10-28,104.33,1.2997
2020-10-29,104.69,1.289
2020-10-30,104.54,1.2933
2020-11-02,104.8,1.2904
2020-11-03,104.5,1.305
2020-11-04,104.39,1.3021
2020-11-05,103.67,1.3116
2020-11-06,103.32,1.3162
2020-11-09,105.58,1.3137
2020-11-10,105.36,1.3234
2020-11-11,,
2020-11-12,105.16,1.3142
2020-11-13,104.61,1.3176
2020-11-16,104.54,1.3197
2020-11-17,104.2,1.3247
2020-11-18,103.72,1.3299
2020-11-19,103.85,1.3225
2020-11-20,103.81,1.3294
2020-11-23,104.42,1.33
2020-11-24,104.61,1.335
2020-11-25,104.39,1.3378
2020-11-26,,
2020-11-27,,
2020-11-30,104.38,1.3338
2020-12-01,104.4,1.3392
2020-12-02,104.52,1.3348
2020-12-03,103.77,1.3496
2020-12-04,104.16,1.3485
2020-12-07,104.01,1.3353
2020-12-08,104.14,1.3358
2020-12-09,104.28,1.3392
2020-12-10,104.3,1.3293
2020-12-11,103.88,1.3197
2020-12-14,104.06,1.3324
2020-12-15,103.69,1.3434
2020-12-16,103.59,1.3503
2020-12-17,103.13,1.3609
2020-12-18,103.35,1.3497
2020-12-21,103.44,1.3354
2020-12-22,103.62,1.3349
2020-12-23,103.52,1.351
2020-12-24,,
2020-12-25,,
2020-12-28,103.84,1.3447
2020-12-29,103.5,1.3512
2020-12-30,103.31,1.3605
2020-12-31,103.19,1.3662
2021-01-01,,
2021-01-04,103.19,1.3551
2021-01-05,102.7,1.362
2021-01-06,103.25,1.3593
2021-01-07,103.84,1.3551
2021-01-08,103.89,1.3583
2021-01-11,104.16,1.3522
2021-01-12,104.09,1.3637
2021-01-13,103.91,1.3631
2021-01-14,103.66,1.369
2021-01-15,103.8,1.3599
2021-01-18,,
2021-01-19,103.86,1.3627
2021-01-20,,
2021-01-21,103.57,1.3721
2021-01-22,103.76,1.3685
2021-01-25,103.78,1.3668
2021-01-26,103.69,1.3729
2021-01-27,104.09,1.3688
2021-01-28,104.31,1.3727
2021-01-29,104.64,1.3723
2021-02-01,104.97,1.3672
2021-02-02,105.09,1.3644
2021-02-03,105.05,1.3652
2021-02-04,105.43,1.3665
2021-02-05,105.44,1.3714
2021-02-08,105.19,1.3738
2021-02-09,104.62,1.3796
2021-02-10,104.67,1.385
2021-02-11,104.75,1.3822
2021-02-12,104.94,1.3855
2021-02-15,,
2021-02-16,105.88,1.391
2021-02-17,105.83,1.3848
2021-02-18,105.69,1.3956
2021-02-19,105.58,1.4025
2021-02-22,105.06,1.4077
2021-02-23,105.21,1.4092
2021-02-24,105.91,1.4106
2021-02-25,106.22,1.4105
2021-02-26,106.64,1.3947
2021-03-01,106.68,1.3938
2021-03-02,106.75,1.3962
2021-03-03,106.92,1.3978
2021-03-04,107.58,1.3999
2021-03-05,108.24,1.3817
2021-03-08,108.92,1.381
2021-03-09,108.64,1.3884
2021-03-10,108.58,1.3899
2021-03-11,108.44,1.398
2021-03-12,108.87,1.3925
2021-03-15,109.11,1.3866
2021-03-16,109.01,1.3892
2021-03-17,109.22,1.3888
2021-03-18,108.97,1.3938
2021-03-19,108.85,1.3872
2021-03-22,108.67,1.3856
2021-03-23,108.61,1.3795
2021-03-24,108.81,1.3723
2021-03-25,109.13,1.3722
2021-03-26,109.55,1.3794
2021-03-29,109.73,1.3793
2021-03-30,110.19,1.3729
2021-03-31,110.61,1.3795
2021-04-01,110.61,1.3825
2021-04-02,110.67,1.3825
2021-04-05,110.08,1.3907
2021-04-06,109.83,1.3849
2021-04-07,109.67,1.3757
2021-04-08,109.25,1.3739
2021-04-09,109.64,1.3734
2021-04-12,109.43,1.3741
2021-04-13,109.19,1.3742
2021-04-14,108.93,1.379
2021-04-15,108.78,1.3781
2021-04-16,108.78,1.3826
2021-04-19,108.09,1.3977
2021-04-20,108.07,1.3955
2021-04-21,108.09,1.3936
2021-04-22,108.17,1.3851
2021-04-23,107.94,1.3845
2021-04-26,108.12,1.389
2021-04-27,108.56,1.3908
2021-04-28,108.81,1.3917
2021-04-29,108.94,1.3956
2021-04-30,109.33,1.3838
2021-05-03,109.08,1.3913
2021-05-04,109.34,1.3873
2021-05-05,109.27,1.3913
2021-05-06,109.17,1.388
2021-05-07,108.52,1.4
2021-05-10,108.7,1.4153
2021-05-11,108.53,1.4149
2021-05-12,109.53,1.4081
2021-05-13,109.56,1.4033
2021-05-14,109.37,1.4096
2021-05-17,109.17,1.4127
2021-05-18,109.01,1.4184
2021-05-19,108.76,1.4169
2021-05-20,108.79,1.4182
2021-05-21,108.94,1.4158
2021-05-24,108.81,1.4147
2021-05-25,108.95,1.4123
2021-05-26,109.1,1.4129
2021-05-27,109.81,1.4172
2021-05-28,109.83,1.4188
2021-05-31,,
2021-06-01,109.43,1.4168
2021-06-02,109.59,1.4177
2021-06-03,110.28,1.4099
2021-06-04,109.42,1.4175
2021-06-07,109.25,1.4179
2021-06-08,109.47,1.4146
2021-06-09,109.61,1.4124
2021-06-10,109.49,1.4165
2021-06-11,109.75,1.4114
2021-06-14,109.98,1.4116
2021-06-15,110.12,1.4073
2021-06-16,109.88,1.411
2021-06-17,110.28,1.3916
2021-06-18,110.21,1.3817
2021-06-21,110.22,1.3915
2021-06-22,110.75,1.3921
2021-06-23,110.86,1.3977
2021-06-24,110.91,1.3907
2021-06-25,110.78,1.3899
2021-06-28,110.5,1.3895
2021-06-29,110.53,1.3845
2021-06-30,111.05,1.3806
2021-07-01,111.56,1.378
2021-07-02,111.28,1.3795
2021-07-05,,
2021-07-06,110.66,1.3792
2021-07-07,110.62,1.3792
2021-07-08,109.82,1.3767
2021-07-09,110.18,1.3842
2021-07-12,110.36,1.3886
2021-07-13,110.36,1.3847
2021-07-14,110.03,1.3854
2021-07-15,110.05,1.3849
2021-07-16,110.13,1.3785
2021-07-19,109.45,1.369
2021-07-20,109.92,1.3615
2021-07-21,110.22,1.3695
2021-07-22,110.1,1.375
2021-07-23,110.52,1.3749
2021-07-26,110.31,1.3829
2021-07-27,109.64,1.3884
2021-07-28,110.06,1.3884
2021-07-29,109.53,1.3966
2021-07-30,109.7,1.3913
2021-08-02,109.22,1.3886
2021-08-03,109.09,1.3905
2021-08-04,109.44,1.3912
2021-08-05,109.75,1.3929
2021-08-06,110.22,1.3873
2021-08-09,110.25,1.3852
2021-08-10,110.54,1.384
2021-08-11,110.47,1.3866
2021-08-12,110.36,1.3833
2021-08-13,109.75,1.3857
2021-08-16,109.26,1.3849
2021-08-17,109.59,1.3739
2021-08-18,109.92,1.3749
2021-08-19,109.75,1.3673
2021-08-20,109.77,1.3625
2021-08-23,109.78,1.3717
2021-08-24,109.68,1.3716
2021-08-25,110.03,1.3723
2021-08-26,110.09,1.3712
